"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"06/BA-420","ESTUDIO-2, SOCIEDAD COOPERATIVA","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",09/02/90
"06/BA-421","CONSTRUCCIONES LA ANTIGUA, SOCIEDAD COOPERATIVA","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",09/02/90
"06/BA-610","CENTURIA DE MERIDA, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",11/11/93
"06/BA-800","SOCIEDAD COOPERATIVA SADEX FUTURO","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",21/09/98
"BA-119","ENVASES COOPERATIVOS DE EXTREMADURA, S. COOP. LTDA.","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",03/06/82
"BA-120","DETERGENTES COOPERATIVOS DE EXTREMADURA, S. COOP. LTDA.","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",03/06/82
"BA-217","COOPERATIVA DE AMBULANCIAS SANTA EULALIA, S. COOP. LTDA.","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",06/11/84
"BA-221","SIDEROMETALÚRGICA SANTA EULALIA, S. COOP. LTDA.","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",24/01/85
"EXT-1002","INSERT COIN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",20/09/13
"EXT-1005","GRUPO MERIDA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",09/10/13
"EXT-1010","IBERAGRO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",25/10/13
"EXT-1017","GESTION DE SERVICIOS INTEGRALES SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",27/11/13
"EXT-1020","GRUPO ORO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",23/12/13
"EXT-1025","DRESS CODES, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",05/02/14
"EXT-1036","CONSULTING COMPANY, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",02/06/14
"EXT-1037","HOME MARKET, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",03/06/14
"EXT-1046","EL CABO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",20/08/14
"EXT-1053","POLLOS ASADOS EMERITA SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",10/11/14
"EXT-1056","MULTISERVICIOS EXTREMEÑOS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",14/11/14
"EXT-1057","INVERSIL, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",28/11/14
"EXT-1063","GESTIÓN DE CAPITAL, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",13/01/15
"EXT-1066","GRUPO MC, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",17/02/15
"EXT-1074","BARDOM, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",03/07/15
"EXT-1078","SUMINISTROS EXTREM-AGRO, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",06/08/15
"EXT-1085","LUSITANIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",17/11/15
"EXT-1091","GRUPO BILDERBERG, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",05/02/16
"EXT-1094","ATENEA5, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",17/03/16
"EXT-1102","EMPRENDICIENCIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",18/05/16
"EXT-1103","LAS TRES BBB, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",20/05/16
"EXT-1104","CASA PEKÍN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",20/05/16
"EXT-1110","EUROMEDITERRÁNEA SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",11/07/16
"EXT-1111","GRUPO CUATRO ESTACIONES, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",13/07/16
"EXT-1115","EL PIMENTÓN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",19/07/16
"EXT-1117","MORFEO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",28/07/16
"EXT-1132","INSPIRACIÓN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",22/11/16
"EXT-1134","NOT-ATELIER, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",05/12/16
"EXT-1135","LINZHENG & LINSHENG, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",21/12/16
"EXT-1136","HABITUS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",20/01/17
"EXT-1137","SILOS BULK, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",20/01/17
"EXT-1141","POCOS PELOS, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",23/03/17
"EXT-1142","MAITREYA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",24/03/17
"EXT-1143","LAS NIÑAS, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",30/03/17
"EXT-1144","ACUPUNTURA Y SALUD, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",17/05/17
"EXT-1148","2 DE 2, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",27/06/17
"EXT-1162","PREXENZ, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",05/03/18
"EXT-1167","QINGTIAN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",16/04/18
"EXT-1173","WIRESHART, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",08/05/18
"EXT-1176","MERIBEX, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",11/06/18
"EXT-1185","HABITO ACTIVOS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",08/08/18
"EXT-1186","HERRAMIENTAS Y MAQUINARIA, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",13/08/18
"EXT-1188","CENTRO DE RESPALDO EMPRESARIAL, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",24/08/18
"EXT-1192","NUEVOS HOSTELEROS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",27/11/18
"EXT-1194","7 ELEMENTOS 7, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",04/12/18
"EXT-1204","BELEZA E SAÚDE, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",12/04/19
"EXT-1218","THEMIS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",19/07/19
"EXT-1220","ESPECIALISTAS DEL GRANITO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",29/07/19
"EXT-1221","GLADIUM, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",13/08/19
"EXT-1222","EMERITA CLEAN, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",30/08/19
"EXT-1224","DESCONECT@, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",23/09/19
"EXT-1225","XU SHENG, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",30/09/19
"EXT-1226","LUSO INVERSIONES, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",04/10/19
"EXT-1227","TINTORETO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",14/10/19
"EXT-1228","BISHAMONTEN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",14/10/19
"EXT-1233","SOY TU GESTOR, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",17/01/20
"EXT-1236","HOSTEL FLX, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",30/01/20
"EXT-1240","RESTAUREX, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",28/02/20
"EXT-1243","BRIKOMÉRIDA, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",24/06/20
"EXT-1244","EL PUCHERO DE LA NIETA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",08/07/20
"EXT-1245","BRASERIA PUERTA LA VILLA, SOCIEDAD COOPERTIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",08/07/20
"EXT-1261","COCEDERO RIGON 2021, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",08/04/21
"EXT-1262","EL TEMPLO, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",12/04/21
"EXT-1270","EL TEMPLO DE LOS ARROCES, SOCIEDAD COOPERATIVA","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",24/09/21
"EXT-1271","BERLINEX, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",25/10/21
"EXT-1272","GOL TECNOLOGÍA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",09/11/21
"EXT-1273","AGUACATE RESTAURACIÓN, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",25/11/21
"EXT-1281","IBERO LUSO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",11/04/22
"EXT-1282","CHICA, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",10/05/22
"EXT-1287","NEXTWORKING, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",27/06/22
"EXT-492","ROGRASA, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",25/02/00
"EXT-608","SOCIEDAD COOPERATIVA LIMITADA DE ENSEÑANZA ANOMÍA","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",22/02/84
"EXT-722","TEFOREX, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",28/02/08
"EXT-739","AUTOGOLPE SOCIEDAD COOPERATIVA","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/00
"EXT-810","LOS SARDINEROS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",02/03/09
"EXT-821","CONTENEDORES Y MEDIO AMBIENTE, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",12/05/09
"EXT-841","ISHTAR, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",17/09/09
"EXT-851","COMMODITIES EXTREMADURA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",22/10/09
"EXT-890","AQUISUEMPRESA.COM, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",24/08/10
"EXT-894","EDUCAEMERITA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",13/10/10
"EXT-897","GOLD, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",02/11/10
"EXT-909","AL SUR RESTAURACION, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",15/02/11
"EXT-937","GRUPO EL MUNDO SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",09/11/11
"EXT-938","GRUPO EXPANSIÓN SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",11/11/11
"EXT-951","THE WORLD, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",02/04/12
"EXT-952","CAYPRESUR, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",19/04/12
"EXT-972","ESAPA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",20/11/12
"EXT-974","RECAMBIOS RM, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",29/11/12
"EXT-978","FORO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/13
"EXT-981","GRUPO SOL, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/13
"EXT-983","SANTA EULALIA BIO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/13
"EXT-984","ROTRAMER, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/13
"EXT-990","CONSULTORIA & AUDITORIA DE LA RSCE, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",02/04/13
"EXT-996","REPARAEX EMPRESA DE SERVICIOS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",15/07/13
"EXT-997","LOS CHIVÉ, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",06/08/13
"EXT-999","EL UNIVERSO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Trabajo Asociado",23/08/13
"EXT-122","SOCIEDAD COOPERATIVA DE TRANSPORTES EXTREMEÑOS, ""COTE""","BADAJOZ","Merida","06800","Sociedades Cooperativas de Transportistas",14/12/66
"EXT-725","MÉRIDA TRANS, S. COOP. ESPECIAL","BADAJOZ","Merida","06800","Sociedades Cooperativas de Transportistas",07/03/08
"SMT-1517","COOPERATIVA DE VIVIENDAS PARA EMPLEADOS DE LA CC.AA. EXTREMEÑA, S. COOP.","BADAJOZ","Merida","06800","Sociedades Cooperativas de Viviendas",13/11/92
"EXT-1016","CEDISAD MIRANDILLA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Mirandilla","06891","Sociedades Cooperativas de Trabajo Asociado",27/11/13
"EXT-1238","EL PICONERO, S. COOP. ESPECIAL","BADAJOZ","Mirandilla","06891","Sociedades Cooperativas de Trabajo Asociado",03/02/20
"EXT-376","SOCIEDAD COOPERATIVA COGANEX","BADAJOZ","Monesterio","06260","Sociedades Cooperativas Agrarias",12/12/95
"EXT-670","SOCIEDAD COOPERATIVA LIMITADA AGRÍCOLA-GANADERA SAN ISIDRO DE MONESTERIO","BADAJOZ","Monesterio","06260","Sociedades Cooperativas Agrarias",15/04/80
"EXT-396","COMOSUREX, S. COOP.","BADAJOZ","Monesterio","06260","Sociedades Cooperativas de Servicios",23/05/00
"06/BA-786","SAN PEDRO DE MONESTERIO, S. COOP. LTDA.","BADAJOZ","Monesterio","06260","Sociedades Cooperativas de Trabajo Asociado",28/04/98
"EXT-1077","SALUD Y CONCIENCIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Monesterio","06260","Sociedades Cooperativas de Trabajo Asociado",06/08/15
"EXT-363","MADERAS FERREIRA S. COOP. LTDA.","BADAJOZ","Monesterio","06260","Sociedades Cooperativas de Trabajo Asociado",29/11/93
"EXT-496","CABARCO, S. COOP.","BADAJOZ","Monesterio","06260","Sociedades Cooperativas de Trabajo Asociado",14/07/99
"EXT-653","ASESORAMIENTOS DEL SUR S. COOP. LTDA.","BADAJOZ","Monesterio","06260","Sociedades Cooperativas de Trabajo Asociado",18/10/01
"EXT-674","QUECNI S. COOP. LTDA.","BADAJOZ","Monesterio","06260","Sociedades Cooperativas de Trabajo Asociado",16/03/84
"EXT-838","SURETRANS, S. COOP.","BADAJOZ","Monesterio","06260","Sociedades Cooperativas de Trabajo Asociado",20/09/00
"BA-208","SOCIEDAD COOPERATIVA LIMITADA AGRÍCOLA-GANADERA SAN BLAS DE MONTEMOLÍN","BADAJOZ","Montemolin","06291","Sociedades Cooperativas Agrarias",06/08/84
"EXT-645","DOCENTES DE MONTEMOLIN, S. COOP. ESPECIAL","BADAJOZ","Montemolin","06291","Sociedades Cooperativas de Enseñanza",31/08/07
"EXT-336","LA MONTEMOLINESA SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Montemolin","06291","Sociedades Cooperativas de Trabajo Asociado",08/05/81
"EXT-1151","UMM...TASTE SPAIN, S. COOP. ESPECIAL","BADAJOZ","Monterrubio de la Serena","06427","Cooperación y Colaboración Empresarial",14/09/17
"EXT-263","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO ""LA UNIDAD""","BADAJOZ","Monterrubio de la Serena","06427","Sociedades Cooperativas Agrarias",30/03/46
"EXT-317","LA MILAGROSA DE MONTERRUBIO S. COOP. LTDA.","BADAJOZ","Monterrubio de la Serena","06427","Sociedades Cooperativas Agroalimentarias",01/07/91
"EXT-617","SOCIEDAD COOPERATIVA PANIFICADORA NUESTRA SEÑORA DE CONSOLACIÓN","BADAJOZ","Monterrubio de la Serena","06427","Sociedades Cooperativas de Consumidores y Usuarios",20/09/76
"EXT-429","MONTSERENA, S. COOP. LTDA.","BADAJOZ","Monterrubio de la Serena","06427","Sociedades Cooperativas de Trabajo Asociado",24/02/88
"EXT-669","PLAMESOL S. COOP. LTDA.","BADAJOZ","Monterrubio de la Serena","06427","Sociedades Cooperativas de Trabajo Asociado",09/10/02
"EXT-081","ALGORCHA SOCIEDAD COOPERATIVA","BADAJOZ","Montijo","06480","Segundo Grado",07/12/99
"EXT-1213","ALONSO DE MENDOZA, SOCIEDAD COOPERATIVA","BADAJOZ","Montijo","06480","Sociedades Cooperativas Agroalimentarias",24/06/19
"EXT-504","SOCIEDAD COOPERATIVA LIMITADA TIERRAS GORDAS","BADAJOZ","Montijo","06480","Sociedades Cooperativas Agroalimentarias",14/12/79
"EXT-519","FRUTAS DEL GUADIANA SOCIEDAD COOPERATIVA","BADAJOZ","Montijo","06480","Sociedades Cooperativas Agroalimentarias",24/09/03
"EXT-308","EL NIDO DE MONTIJO SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",02/12/92
"EXT-487","CHARCA DE LAS ENCANTADAS, SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",24/03/03
"EXT-572","GUADIANILLA, SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",11/07/02
"EXT-574","LOS CANCHALES, SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",18/02/04
"EXT-589","SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA LOS CERCADOS","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",03/03/03
"EXT-597","ARCO IRIS DE MONTIJO, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",11/12/92
"EXT-646","SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA L.P.M.","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",16/04/02
"06/BA-450","TOPOCARTEX, S. COOP.","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",29/08/90
"06/BA-461","MONTIJANA DE AUTOMOCION, SOCIEDAD COOPERATIVA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",26/10/90
"06/BA-649","ROPIMAR, S. COOP.","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",21/06/94
"06/BA-676","SOCIEDAD COOPERATIVA LIMITADA MANUFACTURAS DEL CARAMELO","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",31/01/95
"BA-033","SOCIEDAD COOPERATIVA LIMITADA EMPERATRIZ EUGENIA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",01/08/80
"BA-163","AGROMETÁLICA EXTREMEÑA, S. COOP. LTDA.","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",04/08/83
"BA-296","EIDOS DE MONTIJO, S. COOP. LTDA.","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",10/09/86
"BA-306","LA CLAVE DE MONTIJO, S. COOP. LTDA.","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",04/11/86
"EXT-1071","TRIFOLIO FORMACIÓN, S. COOP. ESPECIAL","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",13/04/15
"EXT-1092","BICODICE SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",01/03/16
"EXT-1106","LA ESCUELA S. COOP. ESPECIAL","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",09/06/16
"EXT-1172","LAS NIÑAS DEL PIPO, S. COOP. ESPECIAL","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",07/05/18
"EXT-1175","TUGESTIÓN, S. COOP. ESPECIAL","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",31/05/18
"EXT-1184","BELLA CALEDONIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",08/08/18
"EXT-1195","GDOSZ, SOCIEDAD COOPERATIVA ESPECIAL PROFESIONAL","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",21/12/18
"EXT-1206","ZETA IMPRESIÓN, SOCIEDAD COOPERATIVA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",16/04/19
"EXT-1230","GRUPO ESTRELLA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",02/12/19
"EXT-463","MERCADEX MERCADILLOS DE EXTREMADURA, SOCIEDAD COOPERATIVA","BADAJOZ","Montijo","06480","Sociedades Cooperativas de Trabajo Asociado",16/02/07
"EXT-394","VALDECARRAS S. COOP.","BADAJOZ","Morera (La)","06176","Sociedades Cooperativas Agrarias",22/01/92
